,Contract,MonthlyCharges,tenure,Dependents,SeniorCitizen,InternetService,StreamingTV,StreamingMovies,TechSupport,OnlineSecurity,Churn
5723,Month-to-month,80.65,58,No,0,Fiber optic,No,No,Yes,No,No
5724,Month-to-month,71.35,1,No,0,Fiber optic,No,No,No,No,Yes
5725,Two year,24.65,18,Yes,0,No,No,No,No,No,No
5726,Two year,21.3,47,Yes,0,No,No,No,No,No,No
5727,Two year,110.2,70,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
5728,Month-to-month,89.4,13,No,0,Fiber optic,No,No,Yes,No,Yes
5729,Month-to-month,51.05,36,Yes,0,DSL,No,No,No,Yes,No
5730,Two year,19.8,67,No,0,No,No,No,No,No,No
5731,Month-to-month,19.9,10,No,0,No,No,No,No,No,No
5732,Month-to-month,87.3,19,No,1,Fiber optic,No,Yes,No,Yes,No
5733,Two year,19.85,71,Yes,0,No,No,No,No,No,No
5734,Two year,89.4,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
5735,Two year,20.0,48,Yes,0,No,No,No,No,No,No
5736,Month-to-month,20.05,1,No,0,No,No,No,No,No,No
5737,Month-to-month,83.25,18,Yes,0,DSL,Yes,Yes,Yes,Yes,No
5738,Month-to-month,20.6,1,No,0,No,No,No,No,No,Yes
5739,Two year,102.9,67,No,1,Fiber optic,Yes,Yes,Yes,No,No
5740,Two year,39.1,69,Yes,0,DSL,No,No,Yes,Yes,No
5741,Month-to-month,99.95,19,No,0,Fiber optic,Yes,Yes,No,No,Yes
5742,Two year,114.5,72,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
5743,Two year,20.2,38,No,1,No,No,No,No,No,No
5744,One year,55.8,40,No,1,DSL,No,Yes,No,No,No
5745,Two year,24.2,61,Yes,0,No,No,No,No,No,No
5746,Month-to-month,81.0,10,No,0,Fiber optic,No,No,No,No,Yes
5747,One year,72.8,32,No,0,DSL,Yes,No,Yes,Yes,No
5748,Month-to-month,99.85,21,No,0,Fiber optic,Yes,Yes,No,No,No
5749,One year,99.5,59,No,1,Fiber optic,Yes,Yes,No,No,No
5750,Month-to-month,70.15,13,No,1,Fiber optic,No,No,No,No,Yes
5751,Two year,20.25,47,No,0,No,No,No,No,No,No
5752,Two year,26.0,69,Yes,0,No,No,No,No,No,No
5753,Month-to-month,19.9,2,No,0,No,No,No,No,No,No
5754,Month-to-month,19.05,22,Yes,0,No,No,No,No,No,No
5755,Month-to-month,96.5,15,No,1,Fiber optic,Yes,No,No,Yes,No
5756,Two year,19.85,53,No,0,No,No,No,No,No,No
5757,Month-to-month,25.7,28,No,1,No,No,No,No,No,No
5758,One year,20.3,22,No,0,No,No,No,No,No,No
5759,Month-to-month,70.15,1,No,0,Fiber optic,No,No,No,No,Yes
5760,Month-to-month,91.55,16,No,1,Fiber optic,No,Yes,Yes,No,No
5761,Two year,39.4,48,Yes,0,DSL,No,No,Yes,Yes,No
5762,Month-to-month,105.7,30,No,1,Fiber optic,Yes,No,Yes,Yes,No
5763,Month-to-month,70.25,3,No,0,Fiber optic,No,No,No,No,No
5764,Two year,93.75,57,No,1,Fiber optic,No,Yes,Yes,Yes,No
5765,One year,96.55,68,No,1,Fiber optic,No,Yes,No,Yes,Yes
5766,One year,60.0,23,No,0,DSL,Yes,No,Yes,No,No
5767,Two year,59.8,65,No,0,DSL,Yes,No,Yes,No,No
5768,One year,90.65,44,No,0,Fiber optic,Yes,Yes,No,No,No
5769,Two year,109.0,71,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
5770,One year,68.1,37,No,0,DSL,No,No,Yes,Yes,No
5771,Month-to-month,20.4,12,No,0,No,No,No,No,No,No
5772,Two year,81.95,69,Yes,0,DSL,Yes,Yes,Yes,No,No
5773,Month-to-month,60.55,35,No,0,DSL,No,No,No,Yes,No
5774,Month-to-month,65.6,5,No,0,DSL,No,Yes,Yes,No,No
5775,Two year,82.5,58,Yes,0,Fiber optic,Yes,No,No,No,No
5776,Two year,82.3,72,No,0,DSL,No,Yes,Yes,Yes,No
5777,Two year,68.15,72,No,0,DSL,No,No,Yes,Yes,No
5778,Month-to-month,20.3,1,No,0,No,No,No,No,No,No
5779,One year,95.55,39,No,0,Fiber optic,Yes,No,Yes,Yes,Yes
5780,One year,20.2,53,Yes,0,No,No,No,No,No,No
5781,Month-to-month,89.2,27,No,0,Fiber optic,No,Yes,Yes,No,No
5782,Month-to-month,69.65,1,No,1,Fiber optic,No,No,No,No,Yes
5783,Month-to-month,89.3,1,No,1,Fiber optic,Yes,Yes,No,No,Yes
5784,Month-to-month,74.8,18,No,0,Fiber optic,No,No,No,Yes,No
5785,Two year,20.2,46,Yes,0,No,No,No,No,No,No
5786,Two year,84.4,72,No,0,DSL,Yes,Yes,Yes,Yes,No
5787,Month-to-month,87.55,36,No,0,Fiber optic,No,Yes,Yes,No,Yes
5788,Month-to-month,25.15,4,No,0,DSL,No,No,No,No,No
5789,Two year,19.8,25,No,0,No,No,No,No,No,No
5790,Month-to-month,50.85,40,Yes,0,DSL,Yes,Yes,No,No,No
5791,Month-to-month,102.4,63,No,0,Fiber optic,Yes,Yes,No,No,No
5792,Month-to-month,96.3,15,No,1,Fiber optic,No,Yes,Yes,Yes,Yes
5793,Month-to-month,55.5,14,No,0,DSL,No,No,No,No,No
5794,Two year,109.75,72,No,1,Fiber optic,Yes,Yes,Yes,No,No
5795,Month-to-month,106.4,39,No,0,Fiber optic,Yes,Yes,No,Yes,No
5796,Two year,60.0,47,Yes,0,DSL,Yes,Yes,No,Yes,No
5797,Month-to-month,88.8,19,No,0,Fiber optic,No,No,Yes,Yes,No
5798,Month-to-month,85.2,5,No,0,Fiber optic,Yes,No,No,No,Yes
5799,Month-to-month,35.1,13,No,0,DSL,No,Yes,No,No,Yes
5800,Month-to-month,80.05,17,No,0,Fiber optic,No,No,No,No,No
5801,Month-to-month,75.55,34,No,1,Fiber optic,No,No,No,No,No
5802,Month-to-month,49.55,42,No,0,DSL,No,No,No,No,No
5803,Month-to-month,81.3,5,No,0,Fiber optic,No,No,No,No,Yes
5804,Two year,23.9,71,Yes,0,No,No,No,No,No,No
5805,Month-to-month,66.4,19,No,1,DSL,Yes,No,No,Yes,No
5806,Month-to-month,19.6,2,Yes,0,No,No,No,No,No,Yes
5807,Two year,18.8,57,No,0,No,No,No,No,No,No
5808,Two year,108.4,72,No,0,Fiber optic,Yes,Yes,Yes,No,No
5809,Month-to-month,85.95,6,No,0,Fiber optic,No,Yes,No,No,No
5810,Month-to-month,85.45,17,Yes,0,Fiber optic,No,Yes,No,No,Yes
5811,Two year,80.9,61,No,0,DSL,Yes,Yes,No,No,No
5812,Month-to-month,71.0,1,Yes,0,Fiber optic,No,No,No,No,Yes
5813,Two year,111.8,48,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
5814,Month-to-month,20.6,16,No,0,No,No,No,No,No,No
5815,Month-to-month,85.05,9,No,1,Fiber optic,No,Yes,No,No,Yes
5816,Month-to-month,44.6,3,No,0,DSL,No,No,No,No,No
5817,Month-to-month,44.4,1,Yes,0,DSL,No,No,No,No,Yes
5818,Two year,105.1,65,No,0,Fiber optic,Yes,Yes,No,No,No
5819,Two year,115.15,70,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
5820,One year,59.8,60,No,0,DSL,Yes,No,No,Yes,No
5821,One year,26.3,69,No,0,No,No,No,No,No,No
5822,Month-to-month,70.55,35,No,1,Fiber optic,No,No,No,No,No
5823,Month-to-month,20.05,22,No,0,No,No,No,No,No,No
5824,Two year,79.85,66,Yes,0,DSL,Yes,Yes,No,No,No
5825,Month-to-month,70.3,1,No,1,Fiber optic,No,No,No,No,Yes
5826,Month-to-month,79.35,1,No,0,Fiber optic,Yes,No,No,No,Yes
5827,Month-to-month,90.05,34,Yes,0,Fiber optic,No,Yes,No,No,No
5828,Two year,24.45,72,Yes,0,No,No,No,No,No,No
5829,One year,59.95,31,Yes,0,DSL,Yes,Yes,Yes,Yes,No
5830,One year,25.35,30,Yes,0,No,No,No,No,No,No
5831,Month-to-month,90.8,9,No,0,Fiber optic,Yes,Yes,No,No,Yes
5832,Month-to-month,70.45,20,Yes,0,Fiber optic,No,No,No,No,Yes
5833,Month-to-month,34.3,19,No,1,DSL,No,No,No,No,No
5834,Month-to-month,105.05,65,No,0,Fiber optic,Yes,Yes,No,Yes,No
5835,Two year,19.3,30,Yes,0,No,No,No,No,No,No
5836,One year,19.15,6,No,0,No,No,No,No,No,No
5837,Month-to-month,51.4,2,No,0,DSL,Yes,Yes,No,No,No
5838,Month-to-month,71.85,53,Yes,0,DSL,No,Yes,Yes,Yes,No
5839,Month-to-month,75.4,7,No,1,Fiber optic,No,No,No,No,No
5840,One year,49.7,61,Yes,0,DSL,No,No,No,Yes,No
5841,One year,45.25,70,No,1,DSL,Yes,Yes,No,No,Yes
5842,Month-to-month,78.75,13,No,0,DSL,Yes,Yes,No,Yes,No
5843,One year,81.6,35,No,1,Fiber optic,No,No,No,No,No
5844,Month-to-month,70.4,2,No,0,Fiber optic,No,No,No,No,No
5845,Month-to-month,75.8,3,No,0,Fiber optic,No,No,No,No,Yes
5846,Month-to-month,76.1,3,No,0,Fiber optic,No,No,No,No,No
5847,One year,94.0,62,No,0,Fiber optic,Yes,Yes,No,No,No
5848,Two year,103.95,72,Yes,0,Fiber optic,No,Yes,Yes,Yes,No
5849,Two year,19.95,63,No,0,No,No,No,No,No,No
5850,Month-to-month,71.3,20,No,1,Fiber optic,No,No,No,No,Yes
5851,One year,110.8,35,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
5852,Month-to-month,69.1,21,No,1,Fiber optic,No,No,No,No,Yes
5853,One year,96.1,62,No,0,Fiber optic,No,Yes,No,Yes,No
5854,Month-to-month,48.8,15,No,0,DSL,No,No,No,No,No
5855,Month-to-month,50.55,55,No,0,DSL,No,No,No,Yes,No
5856,Month-to-month,44.65,11,No,0,DSL,No,No,No,No,No
5857,Month-to-month,88.25,17,Yes,0,Fiber optic,Yes,No,No,No,Yes
5858,One year,19.45,61,No,0,No,No,No,No,No,No
5859,Two year,89.3,71,No,0,DSL,Yes,Yes,Yes,Yes,No
5860,Month-to-month,70.0,2,No,0,Fiber optic,No,No,No,No,Yes
5861,Two year,19.25,35,No,0,No,No,No,No,No,No
5862,Month-to-month,70.5,17,No,0,Fiber optic,No,No,No,No,No
5863,Month-to-month,97.35,21,No,0,Fiber optic,Yes,Yes,No,No,Yes
5864,Two year,19.65,47,No,0,No,No,No,No,No,No
5865,Month-to-month,20.85,3,No,0,No,No,No,No,No,No
5866,Month-to-month,19.65,3,No,0,No,No,No,No,No,No
5867,Two year,19.35,44,No,1,No,No,No,No,No,No
5868,Month-to-month,44.0,1,No,0,DSL,No,No,No,No,No
5869,One year,94.4,44,Yes,0,Fiber optic,No,Yes,No,No,No
5870,Month-to-month,25.9,5,Yes,0,No,No,No,No,No,Yes
5871,Month-to-month,55.65,24,No,0,DSL,No,No,No,Yes,Yes
5872,Month-to-month,69.65,1,Yes,0,Fiber optic,No,No,No,No,Yes
5873,Month-to-month,75.4,18,No,0,Fiber optic,No,No,No,Yes,No
5874,Month-to-month,100.6,10,No,0,Fiber optic,Yes,Yes,No,No,Yes
5875,Two year,71.0,65,No,0,DSL,No,Yes,No,Yes,No
5876,Month-to-month,86.0,1,No,1,Fiber optic,No,Yes,No,No,Yes
5877,One year,106.95,53,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
5878,One year,21.2,3,No,0,No,No,No,No,No,No
5879,Two year,61.05,33,No,0,DSL,No,No,Yes,Yes,No
5880,Month-to-month,29.6,3,No,0,DSL,No,No,No,No,Yes
5881,One year,79.95,34,No,0,DSL,Yes,Yes,Yes,Yes,No
5882,Two year,19.7,14,Yes,0,No,No,No,No,No,No
5883,Month-to-month,20.3,13,No,0,No,No,No,No,No,No
5884,One year,59.9,46,No,1,DSL,Yes,Yes,Yes,No,Yes
5885,One year,24.35,23,Yes,0,No,No,No,No,No,No
5886,Two year,19.75,47,Yes,0,No,No,No,No,No,No
5887,Month-to-month,50.3,17,Yes,0,DSL,No,No,No,Yes,No
5888,Month-to-month,95.6,49,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
5889,Month-to-month,50.25,59,No,1,DSL,Yes,Yes,No,No,No
5890,Two year,85.35,69,No,0,DSL,Yes,Yes,Yes,Yes,No
5891,One year,41.6,11,No,0,DSL,Yes,No,No,No,Yes
5892,Month-to-month,51.65,10,No,0,DSL,No,No,No,Yes,No
5893,Two year,24.0,12,Yes,0,No,No,No,No,No,No
5894,Month-to-month,100.85,45,No,0,Fiber optic,Yes,Yes,No,No,Yes
5895,Month-to-month,59.85,39,Yes,0,DSL,Yes,No,No,No,No
5896,Two year,25.45,71,No,1,No,No,No,No,No,No
5897,Two year,23.9,71,Yes,0,No,No,No,No,No,No
5898,One year,24.15,33,Yes,0,No,No,No,No,No,No
5899,Month-to-month,75.7,67,No,1,Fiber optic,No,No,No,No,No
5900,Month-to-month,40.2,37,Yes,0,DSL,No,No,No,Yes,Yes
5901,Month-to-month,84.5,49,Yes,0,Fiber optic,Yes,No,No,No,Yes
5902,Month-to-month,50.85,9,No,0,DSL,No,No,No,No,No
5903,Two year,91.6,52,No,0,Fiber optic,No,No,Yes,Yes,No
5904,One year,98.9,70,No,0,Fiber optic,Yes,Yes,No,No,No
5905,Month-to-month,85.0,1,No,0,Fiber optic,No,Yes,No,No,No
5906,Month-to-month,78.95,14,No,1,Fiber optic,No,No,No,No,Yes
5907,Month-to-month,44.3,1,No,0,DSL,No,No,No,No,No
5908,Month-to-month,20.2,1,No,0,No,No,No,No,No,Yes
5909,One year,80.2,52,No,0,Fiber optic,No,No,No,No,No
5910,Month-to-month,60.9,6,No,0,DSL,Yes,No,No,No,No
5911,Month-to-month,34.2,7,No,0,DSL,No,No,No,Yes,No
5912,Month-to-month,85.2,47,No,1,Fiber optic,No,No,No,No,Yes
5913,One year,87.15,26,No,0,Fiber optic,No,No,Yes,Yes,No
5914,Month-to-month,54.3,25,Yes,0,DSL,No,No,Yes,Yes,No
5915,Two year,19.1,69,No,0,No,No,No,No,No,No
5916,Two year,112.75,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
5917,Month-to-month,19.95,4,No,0,No,No,No,No,No,No
5918,Two year,19.5,59,Yes,0,No,No,No,No,No,No
5919,Two year,65.55,67,No,0,DSL,No,Yes,No,Yes,No
5920,Month-to-month,78.8,26,No,1,Fiber optic,No,Yes,No,No,No
5921,One year,78.2,27,No,0,DSL,Yes,Yes,Yes,No,No
5922,Two year,105.25,72,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
5923,Month-to-month,89.25,6,No,0,Fiber optic,No,Yes,Yes,No,No
5924,Two year,20.65,62,Yes,0,No,No,No,No,No,No
5925,One year,68.7,20,No,0,DSL,Yes,No,Yes,No,No
5926,Month-to-month,78.65,6,No,0,DSL,Yes,Yes,Yes,Yes,No
5927,Two year,24.75,51,No,0,No,No,No,No,No,No
5928,Two year,19.75,61,Yes,0,No,No,No,No,No,No
5929,Month-to-month,89.1,62,No,1,Fiber optic,No,No,No,Yes,No
5930,Two year,84.7,72,No,0,Fiber optic,No,No,Yes,Yes,No
5931,Month-to-month,98.0,13,No,1,Fiber optic,Yes,Yes,No,No,Yes
5932,Month-to-month,94.45,5,No,0,Fiber optic,Yes,Yes,No,No,Yes
5933,Month-to-month,105.0,3,No,1,Fiber optic,Yes,Yes,No,No,Yes
5934,Month-to-month,93.85,26,No,1,Fiber optic,No,Yes,No,No,Yes
5935,Month-to-month,59.9,13,No,1,DSL,Yes,No,No,No,No
5936,Two year,19.95,38,Yes,0,No,No,No,No,No,No
5937,Month-to-month,84.0,8,No,1,Fiber optic,No,Yes,No,No,Yes
5938,Month-to-month,108.9,34,Yes,1,Fiber optic,Yes,Yes,Yes,No,No
5939,Month-to-month,33.6,18,No,0,DSL,No,No,No,Yes,No
5940,One year,85.85,56,Yes,0,Fiber optic,No,No,Yes,No,No
5941,Month-to-month,34.85,36,No,0,DSL,No,No,Yes,No,No
5942,Month-to-month,48.75,9,No,0,DSL,Yes,Yes,No,No,Yes
5943,Month-to-month,84.85,1,No,0,Fiber optic,Yes,No,No,No,Yes
5944,Month-to-month,56.65,12,No,0,DSL,No,No,Yes,Yes,Yes
5945,Month-to-month,95.3,57,Yes,1,Fiber optic,Yes,No,Yes,No,No
5946,One year,73.9,42,No,0,DSL,No,Yes,Yes,Yes,Yes
5947,Two year,24.5,33,Yes,0,No,No,No,No,No,Yes
5948,Two year,84.6,70,No,0,Fiber optic,No,No,Yes,Yes,No
5949,Month-to-month,44.95,68,No,0,DSL,No,Yes,Yes,No,No
5950,Month-to-month,24.7,1,Yes,0,DSL,No,No,No,No,No
5951,Month-to-month,100.3,37,No,0,Fiber optic,Yes,Yes,Yes,No,No
5952,Month-to-month,25.45,4,Yes,0,No,No,No,No,No,No
5953,Month-to-month,50.7,1,No,0,DSL,No,No,No,Yes,No
5954,Month-to-month,55.0,20,No,0,DSL,Yes,No,Yes,Yes,No
5955,Two year,68.4,72,Yes,0,DSL,Yes,No,Yes,Yes,No
5956,Month-to-month,89.9,31,No,0,Fiber optic,No,Yes,No,No,Yes
5957,Month-to-month,78.55,18,No,1,Fiber optic,No,Yes,No,No,Yes
5958,Month-to-month,55.05,11,No,0,DSL,Yes,No,No,No,No
5959,Two year,19.8,33,Yes,0,No,No,No,No,No,No
5960,One year,84.45,62,No,1,Fiber optic,Yes,No,No,No,No
5961,Month-to-month,35.9,1,No,0,DSL,No,No,Yes,No,No
5962,Month-to-month,80.75,16,No,0,Fiber optic,No,No,No,Yes,No
5963,One year,78.65,22,Yes,0,DSL,Yes,Yes,Yes,No,No
5964,Month-to-month,61.75,49,Yes,0,DSL,No,No,Yes,Yes,No
5965,One year,63.7,36,Yes,0,DSL,No,Yes,No,Yes,No
5966,Month-to-month,99.45,42,No,0,Fiber optic,No,Yes,Yes,No,Yes
5967,Month-to-month,25.2,4,No,1,DSL,No,No,No,No,Yes
5968,One year,74.05,12,No,0,DSL,Yes,Yes,Yes,No,Yes
5969,Month-to-month,87.6,31,No,0,Fiber optic,No,No,Yes,Yes,No
5970,Month-to-month,89.15,5,No,0,Fiber optic,No,Yes,No,Yes,No
5971,Two year,20.0,66,Yes,0,No,No,No,No,No,No
5972,Month-to-month,55.0,15,No,1,DSL,No,No,Yes,No,Yes
5973,Two year,104.4,64,No,0,Fiber optic,Yes,Yes,No,No,No
5974,Month-to-month,20.05,10,Yes,0,No,No,No,No,No,No
5975,Month-to-month,89.75,7,Yes,0,Fiber optic,Yes,No,Yes,No,Yes
5976,Month-to-month,34.3,29,No,0,DSL,No,No,Yes,No,No
5977,Two year,20.65,57,No,0,No,No,No,No,No,No
5978,Month-to-month,84.25,46,No,0,Fiber optic,No,No,No,Yes,No
5979,Two year,19.65,53,No,0,No,No,No,No,No,No
5980,One year,79.85,17,No,0,DSL,Yes,Yes,Yes,Yes,No
5981,Two year,20.2,38,Yes,0,No,No,No,No,No,No
5982,One year,19.8,15,No,0,No,No,No,No,No,No
5983,Month-to-month,50.35,22,No,0,DSL,Yes,Yes,No,No,No
5984,Month-to-month,85.15,14,No,0,Fiber optic,No,Yes,No,No,Yes
5985,One year,74.6,57,No,0,DSL,Yes,No,Yes,No,No
5986,Month-to-month,79.15,11,No,1,Fiber optic,No,Yes,No,No,No
5987,Two year,20.35,1,Yes,0,No,No,No,No,No,No
5988,Two year,21.05,12,Yes,0,No,No,No,No,No,No
5989,Month-to-month,94.6,3,No,1,Fiber optic,Yes,Yes,No,No,Yes
5990,Month-to-month,94.7,36,Yes,0,Fiber optic,Yes,Yes,No,No,No
5991,Month-to-month,94.25,16,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
5992,One year,72.45,65,Yes,0,DSL,No,Yes,No,Yes,Yes
5993,Month-to-month,74.95,2,No,0,Fiber optic,No,No,No,No,No
5994,Month-to-month,105.2,42,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
5995,Two year,111.95,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
5996,Two year,19.85,62,No,0,No,No,No,No,No,No
5997,Month-to-month,89.75,6,No,0,Fiber optic,Yes,No,No,No,No
5998,Two year,20.05,48,No,0,No,No,No,No,No,No
5999,Two year,108.95,35,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6000,One year,19.65,52,Yes,0,No,No,No,No,No,No
6001,Month-to-month,24.9,1,No,0,DSL,No,No,No,No,No
6002,Month-to-month,82.85,6,No,0,Fiber optic,Yes,No,No,No,Yes
6003,Two year,93.2,71,No,0,DSL,Yes,Yes,Yes,Yes,No
6004,One year,84.8,67,Yes,0,Fiber optic,No,No,No,Yes,No
6005,One year,71.75,60,No,1,DSL,No,Yes,No,Yes,No
6006,Month-to-month,30.35,23,Yes,0,DSL,No,No,Yes,No,No
6007,One year,54.85,39,Yes,0,DSL,Yes,Yes,Yes,No,No
6008,One year,19.5,15,Yes,0,No,No,No,No,No,No
6009,Month-to-month,103.85,53,No,1,Fiber optic,Yes,Yes,No,No,Yes
6010,Two year,24.2,24,Yes,0,No,No,No,No,No,No
6011,Month-to-month,19.35,37,Yes,0,No,No,No,No,No,No
6012,Month-to-month,83.6,5,Yes,0,Fiber optic,No,Yes,No,No,Yes
6013,One year,100.65,50,No,1,Fiber optic,Yes,Yes,Yes,No,No
6014,One year,94.1,54,No,0,Fiber optic,Yes,Yes,No,No,No
6015,Month-to-month,74.55,3,No,0,Fiber optic,No,No,No,Yes,No
6016,One year,108.45,68,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
6017,Month-to-month,56.15,5,No,0,DSL,No,No,Yes,No,No
6018,Two year,20.35,33,No,0,No,No,No,No,No,No
6019,One year,80.55,41,No,0,DSL,Yes,Yes,No,No,No
6020,One year,61.25,34,Yes,0,DSL,Yes,Yes,Yes,Yes,No
6021,Month-to-month,20.45,13,Yes,0,No,No,No,No,No,No
6022,Month-to-month,18.9,20,No,0,No,No,No,No,No,No
6023,Two year,19.6,51,No,1,No,No,No,No,No,No
6024,Month-to-month,91.5,3,No,0,Fiber optic,No,Yes,No,No,Yes
6025,Month-to-month,45.2,41,Yes,0,DSL,No,No,No,No,No
6026,Month-to-month,19.45,13,No,0,No,No,No,No,No,No
6027,Two year,25.45,35,Yes,0,No,No,No,No,No,No
6028,Month-to-month,80.85,12,No,0,Fiber optic,No,No,Yes,Yes,Yes
6029,Month-to-month,94.9,4,No,0,Fiber optic,No,Yes,Yes,Yes,No
6030,Month-to-month,49.05,43,No,0,DSL,Yes,Yes,No,No,Yes
6031,Month-to-month,29.3,12,Yes,1,DSL,No,No,Yes,No,No
6032,Month-to-month,105.3,68,No,1,Fiber optic,Yes,Yes,No,No,Yes
6033,Month-to-month,88.95,25,No,1,Fiber optic,Yes,No,No,No,Yes
6034,One year,20.25,7,No,0,No,No,No,No,No,No
6035,One year,110.85,66,No,1,Fiber optic,Yes,Yes,Yes,No,Yes
6036,One year,110.5,53,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6037,Month-to-month,109.4,63,No,1,Fiber optic,Yes,Yes,No,Yes,No
6038,Two year,114.2,70,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
6039,Month-to-month,36.5,27,No,1,DSL,No,Yes,No,No,Yes
6040,Month-to-month,70.75,1,No,0,Fiber optic,No,No,No,No,Yes
6041,Month-to-month,19.95,5,No,0,No,No,No,No,No,No
6042,One year,19.6,37,No,1,No,No,No,No,No,No
6043,Month-to-month,40.15,3,No,0,DSL,Yes,No,No,No,Yes
6044,Month-to-month,76.6,12,Yes,0,Fiber optic,No,No,No,No,No
6045,One year,19.6,38,Yes,0,No,No,No,No,No,No
6046,Month-to-month,85.3,9,No,0,Fiber optic,No,Yes,No,No,No
6047,Month-to-month,65.85,13,No,0,DSL,No,Yes,No,Yes,No
6048,Month-to-month,94.45,29,No,1,Fiber optic,Yes,Yes,No,No,Yes
6049,Two year,20.05,47,Yes,0,No,No,No,No,No,No
6050,Month-to-month,99.4,61,No,0,Fiber optic,Yes,No,Yes,Yes,No
6051,Month-to-month,20.0,16,No,0,No,No,No,No,No,No
6052,Two year,78.45,41,Yes,0,DSL,Yes,Yes,Yes,Yes,No
6053,Two year,25.1,43,Yes,0,No,No,No,No,No,No
6054,Month-to-month,97.35,36,Yes,0,Fiber optic,Yes,No,No,No,Yes
6055,Month-to-month,55.0,6,No,0,DSL,No,Yes,No,No,No
6056,One year,71.1,58,No,0,DSL,No,No,Yes,Yes,No
6057,Month-to-month,61.55,19,No,0,DSL,Yes,No,Yes,No,No
6058,Month-to-month,45.9,11,No,0,DSL,No,No,No,No,No
6059,One year,40.3,39,No,0,DSL,No,No,Yes,Yes,No
6060,Month-to-month,87.1,8,No,1,Fiber optic,Yes,No,No,No,No
6061,Month-to-month,49.5,26,Yes,0,DSL,No,No,No,No,No
6062,Month-to-month,73.8,53,No,1,Fiber optic,No,No,No,No,No
6063,Two year,19.2,70,Yes,0,No,No,No,No,No,No
6064,Month-to-month,45.3,1,No,0,DSL,Yes,Yes,No,No,Yes
6065,Two year,25.0,59,No,0,No,No,No,No,No,No
6066,Month-to-month,94.95,2,No,0,Fiber optic,Yes,Yes,No,No,Yes
6067,One year,35.3,7,No,0,DSL,No,No,No,Yes,No
6068,Month-to-month,44.55,12,Yes,0,DSL,No,No,No,No,Yes
6069,One year,76.75,59,Yes,0,DSL,Yes,Yes,Yes,No,No
6070,Two year,81.0,61,Yes,0,DSL,Yes,Yes,Yes,No,No
6071,Two year,105.55,72,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
6072,Month-to-month,18.8,13,Yes,0,No,No,No,No,No,No
6073,One year,24.9,64,Yes,0,No,No,No,No,No,No
6074,Month-to-month,23.45,1,No,0,DSL,No,No,No,No,Yes
6075,One year,64.9,10,No,0,DSL,No,Yes,Yes,No,No
6076,One year,61.35,65,Yes,0,DSL,No,No,No,Yes,No
6077,Two year,113.95,62,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6078,One year,90.15,55,No,0,DSL,Yes,Yes,Yes,Yes,No
6079,Month-to-month,54.1,25,No,0,DSL,No,No,No,No,No
6080,Month-to-month,29.7,1,No,0,DSL,No,No,No,Yes,Yes
6081,Month-to-month,49.8,1,No,0,DSL,No,No,No,Yes,No
6082,Month-to-month,101.1,59,No,0,Fiber optic,Yes,Yes,No,No,Yes
6083,Two year,24.4,64,Yes,1,No,No,No,No,No,No
6084,Month-to-month,95.0,36,No,0,Fiber optic,Yes,Yes,No,No,No
6085,Month-to-month,50.65,3,No,0,DSL,No,No,No,No,Yes
6086,Two year,69.9,61,No,0,DSL,No,Yes,No,Yes,No
6087,One year,39.95,26,Yes,0,DSL,Yes,No,No,No,No
6088,Month-to-month,55.4,1,No,0,DSL,No,Yes,No,No,Yes
6089,Month-to-month,90.6,1,No,1,Fiber optic,Yes,No,No,No,Yes
6090,Two year,103.25,68,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
6091,Month-to-month,86.85,2,No,1,Fiber optic,Yes,No,No,No,Yes
6092,Two year,94.25,72,No,0,Fiber optic,No,No,Yes,Yes,No
6093,Two year,47.05,71,No,0,DSL,No,Yes,Yes,No,No
6094,Two year,20.55,57,No,0,No,No,No,No,No,No
6095,Month-to-month,19.65,4,No,0,No,No,No,No,No,No
6096,Month-to-month,70.2,1,No,1,Fiber optic,No,No,No,No,No
6097,Two year,81.0,72,Yes,0,DSL,No,Yes,Yes,Yes,No
6098,One year,75.9,21,Yes,0,DSL,Yes,Yes,No,Yes,No
6099,Two year,24.7,71,Yes,0,No,No,No,No,No,No
6100,Month-to-month,99.05,29,No,1,Fiber optic,Yes,Yes,No,No,Yes
