,state,total_charge,international_plan,voice_mail_plan,number_customer_service_calls,churn
2171,TN,63.089999999999996,no,no,0,no
2172,DC,63.07000000000001,no,yes,1,no
2173,MN,65.49,no,no,1,no
2174,IA,49.33,no,yes,1,no
2175,KS,51.47,no,no,1,no
2176,ND,46.769999999999996,no,no,1,no
2177,MT,52.230000000000004,no,no,1,no
2178,IL,41.97,no,no,0,no
2179,KY,72.57,no,no,2,yes
2180,MS,65.44,yes,no,3,no
2181,IA,39.489999999999995,no,yes,1,no
2182,AK,62.06000000000001,no,no,2,no
2183,MN,72.58,no,no,1,yes
2184,WV,75.93,no,no,1,yes
2185,MS,48.91,no,no,1,yes
2186,ME,62.75000000000001,no,yes,2,no
2187,MN,58.4,no,no,2,no
2188,GA,57.36,no,no,0,no
2189,DC,51.940000000000005,no,no,1,no
2190,GA,46.22,no,no,0,no
2191,OK,59.099999999999994,no,no,2,no
2192,GA,62.900000000000006,no,no,3,no
2193,NJ,53.63,no,no,3,no
2194,MN,54.169999999999995,no,no,1,no
2195,ME,64.00999999999999,no,no,3,no
2196,MI,55.64,no,yes,2,no
2197,MT,53.05,no,no,1,no
2198,NE,58.95,no,yes,3,no
2199,ND,72.87,no,no,1,yes
2200,VA,58.84,no,no,5,no
2201,VT,50.63999999999999,no,no,0,no
2202,OH,85.78,yes,no,1,yes
2203,AL,76.4,no,no,1,yes
2204,DC,42.59,no,no,1,no
2205,ND,63.52,no,no,2,no
2206,TN,50.15,no,no,1,no
2207,DE,72.55,no,no,0,yes
2208,NY,64.23,no,no,1,no
2209,AL,57.58,no,yes,1,no
2210,OK,47.61,yes,no,2,yes
2211,NE,77.38000000000001,no,yes,2,no
2212,IL,56.559999999999995,no,no,3,no
2213,IN,61.65,no,yes,4,no
2214,UT,68.01,no,yes,1,no
2215,LA,44.92,no,yes,1,no
2216,ID,50.71,no,no,0,no
2217,KY,67.93,no,no,2,no
2218,NH,78.55,yes,no,0,yes
2219,OR,49.13999999999999,no,yes,0,no
2220,SD,53.050000000000004,no,no,2,no
2221,MD,61.00999999999999,yes,yes,1,no
2222,MO,59.77,no,yes,4,no
2223,UT,63.72,no,no,2,no
2224,MI,63.24,no,no,0,yes
2225,AR,52.11,no,no,2,no
2226,TX,52.28,no,yes,2,no
2227,AK,61.91,no,no,1,no
2228,TN,60.260000000000005,no,no,4,no
2229,NM,58.54,no,no,2,no
2230,RI,60.7,no,no,0,no
2231,AL,47.41,no,no,2,no
2232,NC,57.739999999999995,no,no,1,no
2233,SD,54.77,no,no,2,no
2234,MT,60.15,no,no,3,no
2235,HI,54.419999999999995,no,no,2,no
2236,MT,69.75999999999999,no,yes,1,no
2237,KY,76.63000000000001,no,yes,3,no
2238,DC,58.269999999999996,yes,yes,1,no
2239,CO,47.79,yes,yes,1,no
2240,MI,39.74,no,no,3,no
2241,NC,62.300000000000004,no,no,5,no
2242,SC,81.2,no,no,0,yes
2243,CO,62.41,no,yes,1,no
2244,MN,63.33,no,no,1,no
2245,WY,49.28,no,no,2,no
2246,FL,67.52,no,no,3,no
2247,NY,56.33,no,no,0,no
2248,OK,42.32,no,yes,1,no
2249,ME,63.81,no,no,1,no
2250,NE,58.71999999999999,no,no,1,no
2251,CT,69.35,no,no,3,no
2252,DC,64.35000000000001,no,no,0,no
2253,OK,49.53,no,no,2,no
2254,NJ,79.14,no,no,4,yes
2255,IA,66.6,no,no,0,no
2256,VA,50.42,yes,no,2,yes
2257,VA,62.2,no,no,2,no
2258,NM,56.88999999999999,yes,yes,1,yes
2259,FL,48.459999999999994,yes,no,3,no
2260,RI,69.38000000000001,yes,no,1,yes
2261,NJ,57.260000000000005,no,yes,3,no
2262,NE,55.449999999999996,no,yes,0,no
2263,WV,46.97,no,no,2,no
2264,WY,58.47,no,yes,2,no
2265,SC,49.99,no,no,2,no
2266,MS,72.04,yes,no,0,yes
2267,IL,45.510000000000005,no,no,0,no
2268,OR,58.949999999999996,no,no,0,no
2269,UT,66.25,no,no,0,no
2270,IA,74.22,no,no,4,yes
2271,ME,68.9,no,no,2,no
2272,WY,62.06,no,no,1,no
2273,WI,55.74999999999999,no,yes,2,no
2274,SC,51.07,no,no,0,yes
2275,DC,32.879999999999995,yes,no,0,no
2276,CT,61.28,no,no,1,no
2277,OR,61.03,no,no,2,no
2278,NV,56.52,no,yes,2,no
2279,MN,70.48,yes,yes,1,yes
2280,KS,54.53,no,no,0,no
2281,RI,68.39,no,no,3,no
2282,DC,57.81,no,no,2,no
2283,IL,69.16,yes,no,1,no
2284,UT,59.86,no,no,3,no
2285,MN,72.24,no,no,0,yes
2286,WI,50.88,no,no,2,no
2287,MA,63.41,no,no,1,no
2288,AL,42.32,no,no,0,no
2289,SC,72.78,no,no,3,yes
2290,WI,62.11999999999999,yes,no,3,no
2291,VT,52.37,no,yes,1,no
2292,CT,29.73,no,no,1,no
2293,OR,45.730000000000004,no,no,2,no
2294,HI,70.2,no,no,4,no
2295,WV,57.98,no,no,0,no
2296,ME,29.7,no,yes,0,no
2297,WV,74.43,no,no,0,yes
2298,NE,62.95,no,no,1,no
2299,DC,54.669999999999995,no,no,0,no
2300,NH,56.04,no,yes,2,no
2301,MD,50.65,no,yes,1,no
2302,NH,77.97,no,yes,1,no
2303,WV,56.540000000000006,no,yes,2,no
2304,IL,50.53,no,yes,0,no
2305,OK,59.74999999999999,no,no,1,no
2306,NH,58.550000000000004,no,yes,1,no
2307,MI,54.47,no,no,1,no
2308,HI,41.059999999999995,no,yes,2,no
2309,NJ,72.58000000000001,no,no,2,yes
2310,WV,49.51,no,no,0,no
2311,NC,54.870000000000005,no,no,2,no
2312,PA,63.77,yes,no,0,no
2313,MI,56.910000000000004,no,no,2,no
2314,WY,48.85,no,no,2,no
2315,NJ,71.08,no,no,0,yes
2316,NM,61.709999999999994,no,no,2,no
2317,MS,53.339999999999996,yes,yes,1,no
2318,OK,32.95,no,yes,3,no
2319,ID,60.22,no,no,1,no
2320,AL,50.24,no,no,1,no
2321,HI,58.6,no,no,0,no
2322,VA,66.0,no,no,1,no
2323,WV,66.41,no,yes,2,no
2324,DE,67.36,no,no,2,no
2325,CA,48.34,no,no,1,no
2326,PA,41.03,no,yes,2,yes
2327,CO,55.55000000000001,no,no,3,no
2328,MD,79.04,no,no,0,yes
2329,KS,45.97,no,no,1,no
2330,MI,62.07000000000001,no,no,0,no
2331,AK,49.93000000000001,no,yes,3,no
2332,OH,24.29,no,no,2,no
2333,IN,59.419999999999995,no,yes,1,no
2334,KS,39.11,no,no,2,no
2335,OK,67.38,no,no,2,no
2336,WI,61.27,no,no,0,no
2337,IN,40.29,no,no,1,no
2338,IL,67.21,yes,no,0,yes
2339,DC,30.32,no,no,3,no
2340,NC,50.9,no,yes,3,no
2341,RI,74.97,no,yes,2,no
2342,VA,55.24,yes,no,1,no
2343,NV,43.589999999999996,no,yes,1,no
2344,WI,49.14,no,no,1,no
2345,NE,56.6,no,yes,1,no
2346,WI,49.19,no,no,4,yes
2347,NJ,69.57000000000001,no,yes,2,yes
2348,WY,66.14,no,yes,1,no
2349,IN,59.76,no,yes,0,no
2350,VT,53.91,no,no,1,no
2351,IN,62.32000000000001,no,no,3,no
2352,SC,64.14,no,no,2,no
2353,IN,59.379999999999995,no,no,3,no
2354,IA,58.79,no,yes,1,no
2355,MD,71.74,no,no,3,yes
2356,MN,54.080000000000005,no,no,5,yes
2357,AR,51.41,no,yes,6,yes
2358,MS,42.230000000000004,no,no,1,no
2359,MN,71.49,no,no,0,no
2360,WA,51.67,no,yes,2,no
2361,MS,37.83,no,yes,0,no
2362,ID,68.11,no,no,0,no
2363,NC,39.02,no,no,1,no
2364,MI,42.14999999999999,no,no,1,no
2365,HI,58.239999999999995,no,no,0,no
2366,NC,49.800000000000004,no,no,2,no
2367,MN,35.54,no,no,1,no
2368,WV,57.42,no,no,3,no
2369,SD,68.09,yes,no,0,yes
2370,HI,57.82,no,no,4,no
2371,MS,46.83,no,no,2,no
2372,NY,64.12,no,no,3,no
2373,LA,41.47,no,no,1,no
2374,KS,57.230000000000004,yes,yes,1,no
2375,MA,67.09,no,no,2,no
2376,AK,55.88,no,no,2,no
2377,SD,54.55,no,yes,1,no
2378,CO,48.31,no,no,1,no
2379,WV,49.17,no,no,2,no
2380,AZ,55.510000000000005,no,yes,2,no
2381,ME,45.73,no,no,3,no
2382,NH,47.64,no,no,1,no
2383,RI,70.64,no,yes,2,no
2384,ID,69.47,no,no,1,yes
2385,WI,33.379999999999995,no,no,1,no
2386,NM,50.25,yes,no,1,no
2387,WY,46.98,no,no,0,yes
2388,IL,55.25,no,yes,4,no
2389,TX,66.72,no,no,0,no
2390,RI,56.86,yes,no,0,no
2391,MI,55.62,no,no,2,no
2392,OR,83.73,no,no,0,yes
2393,VA,46.58,no,no,2,no
2394,SD,58.1,no,no,2,no
2395,AL,49.83,no,no,5,yes
2396,MS,43.64,yes,no,4,yes
2397,MS,71.97,no,yes,1,no
2398,HI,41.239999999999995,no,no,1,no
2399,WV,59.18,no,no,1,no
2400,WV,47.4,no,no,3,no
2401,WV,65.56,no,no,2,no
2402,NM,56.260000000000005,no,yes,3,no
2403,DE,43.489999999999995,no,no,2,no
2404,NC,64.02000000000001,no,no,1,no
2405,NM,52.21,no,yes,2,no
2406,SC,77.24,no,no,2,yes
2407,NJ,48.99,no,yes,0,no
2408,AZ,39.33,no,no,0,no
2409,RI,65.03,no,yes,0,no
2410,SD,36.92,no,no,1,no
2411,NH,54.01,no,no,1,no
2412,WV,64.47999999999999,no,no,1,no
2413,ID,57.61,yes,yes,0,no
2414,MD,59.39999999999999,no,no,0,no
2415,WY,49.92999999999999,no,no,2,no
2416,NH,47.730000000000004,no,no,2,no
2417,MN,47.28,no,no,1,no
2418,MA,53.79,no,yes,2,no
2419,MN,56.56999999999999,no,no,1,no
2420,NY,64.77000000000001,no,no,1,no
2421,AL,80.3,no,yes,1,no
2422,WV,23.97,no,no,0,no
2423,NM,60.33,no,no,2,no
2424,CA,66.00999999999999,no,yes,4,no
2425,MA,43.129999999999995,no,yes,0,no
2426,ME,67.07,no,no,3,no
2427,FL,61.709999999999994,no,no,0,no
2428,MA,62.17,yes,no,0,yes
2429,TX,43.379999999999995,no,no,2,no
2430,NC,62.81,no,no,2,no
2431,CT,42.800000000000004,no,no,2,no
2432,NJ,48.379999999999995,no,no,2,no
2433,WY,80.67,no,no,0,yes
2434,LA,66.86,no,yes,3,no
2435,NV,67.94,no,no,3,no
2436,WV,54.86,no,no,2,no
2437,AR,57.21,no,yes,0,no
2438,KS,58.83,no,no,1,no
2439,MI,45.24,yes,no,2,yes
2440,MA,66.54,no,no,1,no
2441,UT,74.51,no,no,1,yes
2442,HI,56.61,no,no,1,no
2443,OR,52.949999999999996,no,yes,2,no
2444,TN,42.3,no,yes,1,no
2445,CT,72.81000000000002,no,no,1,yes
2446,AZ,58.879999999999995,no,no,0,no
2447,OR,47.55,no,no,0,no
2448,DE,43.94,no,yes,1,no
2449,MA,60.17,no,yes,0,no
2450,CT,54.67,no,no,3,no
2451,AR,46.46,yes,no,0,no
2452,SD,64.5,no,no,1,no
2453,CT,38.33,no,yes,0,no
2454,CT,40.68,no,no,2,no
2455,MA,63.83,no,yes,1,no
2456,MS,46.31999999999999,no,no,1,yes
2457,AK,70.55,no,yes,2,no
2458,DE,63.209999999999994,no,yes,5,no
2459,OH,52.260000000000005,yes,no,2,no
2460,MN,46.24,no,no,3,no
2461,CA,55.32,no,yes,1,no
2462,OH,65.63000000000001,no,no,0,no
2463,NV,77.26,no,no,2,yes
2464,NM,69.53999999999999,yes,no,1,no
2465,WY,50.25,no,no,0,no
2466,CA,52.11,no,no,1,no
2467,KS,57.239999999999995,no,yes,4,no
2468,WY,64.02,no,no,4,no
2469,UT,60.36,no,no,0,no
2470,MA,60.449999999999996,no,no,4,no
2471,UT,58.82,no,no,0,no
2472,MN,50.980000000000004,no,no,1,no
2473,NE,46.050000000000004,no,no,2,no
2474,OH,54.66,no,no,2,no
2475,KY,49.82,no,no,2,no
2476,WA,79.51,no,no,1,yes
2477,IN,82.0,no,no,4,yes
2478,CO,46.98,no,yes,1,no
2479,DC,58.81,no,no,2,no
2480,AK,59.81,no,no,3,no
2481,SC,45.03,no,no,1,no
2482,UT,43.45,no,no,1,no
2483,IL,59.48,yes,no,1,no
2484,DC,47.21,no,no,2,yes
2485,DC,62.6,no,no,0,no
2486,OK,73.74,no,no,0,yes
2487,KY,41.68,no,yes,0,no
2488,NE,42.699999999999996,no,no,1,no
2489,AL,62.32,no,no,0,no
2490,HI,43.43000000000001,no,no,1,no
2491,GA,77.82000000000001,yes,no,1,yes
2492,KS,59.82,no,yes,0,no
2493,PA,39.339999999999996,no,no,0,no
2494,UT,59.26,no,no,0,no
2495,OR,54.81,no,yes,1,no
2496,ND,76.99,no,no,1,yes
2497,MN,62.260000000000005,yes,no,2,no
2498,TX,48.0,no,no,2,no
2499,WY,72.48,no,no,5,yes
2500,GA,60.21,no,no,7,no
2501,TX,54.41,no,no,3,no
2502,WV,45.0,no,no,1,no
2503,NM,43.0,no,no,1,no
2504,MI,62.02,no,yes,1,no
2505,NY,66.97,no,no,1,no
2506,KY,50.2,no,yes,6,yes
2507,SD,65.95,no,no,1,no
2508,ID,57.42,no,yes,0,no
2509,OR,72.34,no,no,3,yes
2510,WI,47.11,no,no,1,no
2511,WV,62.239999999999995,no,no,1,no
2512,SC,55.41,no,yes,0,no
2513,CT,72.82000000000001,no,no,1,yes
2514,NV,45.370000000000005,no,no,2,no
2515,MI,61.150000000000006,yes,no,0,yes
2516,MT,55.07,no,yes,2,yes
2517,NE,36.54,no,no,0,no
2518,UT,64.08,no,no,1,no
2519,WV,47.540000000000006,no,no,0,no
2520,AR,54.08,yes,no,1,no
2521,MT,55.92,no,no,0,no
2522,UT,64.92999999999999,no,no,1,no
2523,HI,50.18,no,no,7,yes
2524,KS,70.89,no,no,3,yes
2525,OH,57.44,no,no,2,no
2526,IN,66.16,no,no,3,no
2527,OR,53.91,no,yes,2,no
2528,NY,37.55,yes,no,3,yes
2529,VA,68.98,no,no,3,no
2530,MI,43.65,yes,no,2,yes
2531,ID,50.260000000000005,no,yes,1,no
2532,MO,47.0,yes,no,1,no
2533,AL,42.56,no,yes,1,no
2534,VT,73.08000000000001,no,no,1,yes
2535,AZ,56.31,no,yes,2,no
2536,VA,26.619999999999997,no,yes,1,no
2537,PA,69.99,no,yes,0,no
2538,CO,67.53999999999999,no,no,0,no
2539,NJ,61.8,no,no,3,no
2540,IL,44.69,no,no,1,no
2541,WA,74.49,no,no,3,yes
2542,OH,59.49,no,no,2,no
2543,MO,52.61,no,no,1,no
2544,MD,56.650000000000006,no,no,3,no
2545,OH,64.49,no,yes,0,no
2546,VA,68.14,no,yes,5,no
2547,FL,38.989999999999995,no,no,2,no
2548,NY,44.09,no,no,1,no
2549,WV,60.36,no,no,2,no
2550,LA,50.040000000000006,no,no,0,no
2551,AL,70.7,no,no,5,no
2552,TX,71.74000000000001,no,no,3,yes
2553,ND,56.370000000000005,no,yes,1,no
2554,CO,41.5,no,no,0,no
2555,LA,44.6,no,yes,0,no
2556,MT,40.43,no,yes,4,yes
2557,OR,39.529999999999994,no,no,1,no
2558,NH,45.83,no,yes,2,no
2559,NE,63.160000000000004,no,yes,6,no
2560,WV,70.88,no,yes,4,no
2561,MA,54.4,no,yes,0,no
2562,KY,48.29,yes,no,3,no
2563,WV,34.74,no,no,1,no
2564,KY,55.24,no,no,1,no
2565,NJ,61.53,no,yes,1,no
2566,ME,41.989999999999995,no,no,4,yes
2567,TX,61.74,no,no,3,no
2568,MN,58.800000000000004,no,no,0,no
2569,VA,41.41,no,yes,2,no
2570,DC,48.42,no,no,1,no
2571,MD,54.75,no,no,0,no
2572,RI,42.11,no,no,0,no
2573,MA,59.03,no,no,0,no
2574,MD,54.87,no,no,1,no
2575,NM,54.37,no,no,1,no
2576,MN,73.5,no,no,2,yes
2577,AZ,49.85,no,no,2,no
2578,AL,53.85,no,no,0,no
2579,MI,49.1,no,no,3,no
2580,SC,52.8,no,no,4,yes
2581,MS,57.64,no,no,1,no
2582,MS,49.71,no,no,2,no
2583,CA,61.77000000000001,no,no,0,no
2584,MD,58.13,no,no,0,no
2585,ND,55.07,no,no,2,no
2586,IL,67.52,no,no,2,no
2587,SD,47.63,no,no,1,no
2588,AL,58.38000000000001,no,no,3,no
2589,NV,43.529999999999994,no,yes,2,no
2590,LA,68.01,no,no,3,no
2591,DE,60.03,no,yes,0,no
2592,CT,48.57999999999999,no,yes,1,no
2593,CO,75.82000000000001,no,no,4,yes
2594,MA,63.58,no,yes,3,no
2595,OR,61.01,no,no,3,no
2596,SC,51.84,no,yes,2,no
2597,IN,50.440000000000005,no,yes,1,no
2598,MD,52.49,no,no,3,yes
2599,NV,49.81,no,yes,1,no
2600,TX,78.44,no,no,0,yes
2601,WV,34.980000000000004,no,no,1,no
2602,CO,54.35,no,yes,2,no
2603,TX,49.82,no,no,2,no
2604,FL,75.83,no,yes,0,no
2605,AL,33.14,no,no,1,no
2606,WV,45.51,no,no,5,yes
2607,MI,48.49,no,no,0,no
2608,NY,59.17,no,no,6,no
2609,MS,56.919999999999995,no,no,3,no
2610,MO,66.39,no,no,0,no
2611,AR,56.88,no,no,2,no
2612,MS,48.92,yes,no,3,no
2613,NY,60.370000000000005,yes,no,3,no
2614,SD,63.69,no,no,0,no
2615,AK,60.580000000000005,no,yes,1,no
2616,WV,44.589999999999996,no,yes,3,no
2617,VA,46.69,no,no,1,no
2618,MS,38.16,no,no,0,no
2619,SD,72.71,no,no,2,yes
2620,AL,63.230000000000004,no,yes,1,no
2621,ME,54.269999999999996,no,no,2,no
2622,GA,54.28,no,no,0,no
2623,AZ,53.1,no,no,0,no
2624,MA,58.64,no,no,0,no
2625,AZ,48.36,no,yes,1,no
2626,IN,49.55,no,yes,3,no
2627,DE,66.69,no,no,2,no
2628,WI,59.63999999999999,no,yes,0,no
2629,ME,69.06,no,no,0,no
2630,DC,46.33,no,yes,1,no
2631,GA,60.07,no,no,1,no
2632,HI,42.519999999999996,no,yes,2,no
2633,VA,51.43,yes,no,0,no
2634,NY,60.72,no,yes,1,no
2635,PA,59.62,no,yes,1,no
2636,AR,46.83,no,no,7,yes
2637,HI,78.67,no,no,2,yes
2638,DE,47.17,no,no,0,no
2639,WV,64.19,no,no,4,no
2640,OK,60.900000000000006,no,no,1,no
2641,OR,52.910000000000004,no,no,2,no
2642,ND,57.99999999999999,no,yes,1,no
2643,MO,44.260000000000005,no,no,0,no
2644,AR,71.02,no,yes,2,no
2645,GA,47.06,no,no,1,no
2646,TN,56.43,no,no,3,no
2647,MA,61.81,no,yes,0,no
2648,ND,66.0,no,yes,3,no
2649,IA,52.260000000000005,no,no,4,yes
2650,NJ,70.98,no,no,0,no
2651,MT,48.879999999999995,no,no,4,yes
2652,AL,53.78,no,no,3,no
2653,NY,45.709999999999994,no,yes,2,no
2654,PA,45.82,no,yes,3,no
2655,NC,85.24000000000001,no,no,2,yes
2656,CT,55.5,no,no,2,no
2657,MO,39.839999999999996,no,no,3,no
2658,WV,63.02,no,no,1,no
2659,NJ,39.120000000000005,no,yes,1,no
2660,AK,45.94,no,no,3,no
2661,LA,46.04,no,no,2,no
2662,AL,54.68000000000001,no,no,2,no
2663,IN,69.7,no,no,5,no
2664,MA,67.1,no,yes,1,no
2665,DE,53.2,no,no,2,no
2666,SC,44.2,no,no,3,no
2667,NH,46.64,no,no,5,yes
2668,MS,61.43000000000001,no,no,1,no
2669,NM,62.43000000000001,no,no,4,no
2670,WA,67.67,yes,no,0,yes
2671,ME,74.33,no,no,0,yes
2672,NM,66.95,no,no,1,no
2673,AZ,59.28,no,no,2,no
2674,CT,54.730000000000004,no,yes,2,no
2675,IL,44.36,no,no,2,no
2676,IN,45.370000000000005,no,no,3,no
2677,AR,47.33,yes,no,4,yes
2678,RI,59.35,no,no,3,no
2679,NH,66.42999999999999,no,no,0,no
2680,NV,66.03,no,no,2,no
2681,UT,47.96,no,no,0,no
2682,MI,66.05,no,no,1,no
2683,WI,62.42,no,yes,1,no
2684,NH,59.25000000000001,no,no,1,no
2685,TX,75.13,no,no,1,yes
2686,ID,36.67,no,no,4,yes
2687,CT,50.48,no,no,0,no
2688,NH,62.31,no,no,1,no
2689,WY,68.93,no,no,3,no
2690,OR,52.49,no,no,3,no
2691,SC,30.72,no,yes,2,no
2692,MD,75.42999999999999,no,yes,0,no
2693,NM,47.92,no,yes,1,no
2694,LA,55.74,no,no,0,no
2695,UT,57.61,no,no,1,no
2696,DE,59.53,no,no,5,no
2697,WV,56.34,no,no,3,no
2698,KY,49.3,no,no,2,no
2699,NC,59.01,no,no,0,no
2700,WV,65.10000000000001,no,no,0,no
2701,AZ,53.879999999999995,no,no,3,no
2702,WV,68.81,no,yes,1,no
2703,WA,68.88,yes,no,0,yes
2704,ID,49.85,no,no,6,yes
2705,CT,60.709999999999994,no,no,0,yes
2706,OK,56.16,no,yes,2,no
2707,IA,39.73,no,no,1,no
2708,ID,61.57,no,yes,2,no
2709,SD,69.94,no,no,0,no
2710,DE,49.67999999999999,no,yes,2,no
2711,WA,48.24,no,no,1,no
2712,MN,62.88,no,yes,1,no
2713,WA,59.78,no,no,3,no
2714,PA,72.92999999999999,no,yes,1,no
2715,ID,68.00999999999999,no,no,1,no
2716,MS,86.84,no,no,1,yes
2717,WA,49.83,no,no,1,no
2718,DC,78.98,no,yes,0,no
2719,KY,61.809999999999995,no,no,2,no
2720,TN,60.92,yes,no,1,no
2721,ID,31.08,no,no,2,no
2722,WI,55.99,no,no,1,no
2723,OK,56.22,yes,no,3,no
2724,WV,53.61,no,yes,1,no
2725,SD,59.0,no,yes,0,no
2726,KS,69.43,no,yes,1,no
2727,NC,57.81,no,yes,2,no
2728,NY,61.63999999999999,no,yes,2,no
2729,WI,62.33,no,yes,0,no
2730,SC,55.69,no,no,1,no
2731,UT,47.669999999999995,yes,yes,3,no
2732,NC,55.84,no,no,2,no
2733,IN,71.62,no,no,3,yes
2734,AR,68.86,no,no,2,no
2735,ME,73.28,no,no,2,yes
2736,NY,51.199999999999996,no,no,0,no
2737,OR,64.82000000000001,no,no,5,no
2738,IL,60.330000000000005,no,no,1,no
2739,MA,53.73,no,no,1,no
2740,CT,59.800000000000004,no,yes,1,no
2741,WI,62.64000000000001,no,no,1,no
2742,OK,45.72,no,no,0,no
2743,DE,55.68,no,yes,1,no
2744,AZ,49.87,no,yes,3,no
2745,AK,65.15,no,yes,0,no
2746,MI,50.25000000000001,yes,no,1,no
2747,WA,74.96000000000001,no,no,3,yes
2748,SD,50.94,no,yes,2,no
2749,SD,67.69,no,no,1,no
2750,AK,65.57,yes,no,1,yes
2751,MA,62.28000000000001,no,yes,0,no
2752,AR,39.59,yes,no,5,yes
2753,KS,68.08,no,no,1,no
2754,OR,37.42,no,no,3,no
2755,NC,46.78999999999999,yes,yes,0,yes
2756,OK,39.17,no,no,4,yes
2757,NJ,53.77,no,no,0,no
2758,NM,54.31,no,no,0,no
2759,OH,69.12,no,no,2,no
2760,MI,59.39,no,no,0,no
2761,KS,50.72,no,yes,1,no
2762,IL,64.79,no,yes,1,no
2763,RI,71.14,yes,no,2,yes
2764,NY,53.39,no,no,2,no
2765,WY,62.91,no,no,2,no
2766,NC,46.879999999999995,no,no,1,no
2767,OR,64.11,no,no,1,no
2768,VT,50.279999999999994,no,no,1,no
2769,SD,52.73,no,no,1,no
2770,RI,43.88999999999999,no,yes,0,no
2771,ID,76.22,no,no,3,yes
2772,OK,57.58,no,yes,3,no
2773,MN,63.44,no,no,1,no
2774,WV,62.269999999999996,yes,no,1,no
2775,NH,56.48,no,no,2,no
2776,WI,45.69,no,no,2,no
2777,MD,79.47999999999999,no,no,2,yes
2778,IN,69.68,no,no,3,no
2779,IN,59.449999999999996,no,no,1,no
2780,NY,46.690000000000005,no,yes,1,no
2781,OR,61.42,no,yes,1,no
2782,OK,49.510000000000005,no,no,2,no
2783,WI,67.15,no,no,2,no
2784,NJ,64.83,no,yes,2,no
2785,AR,50.72,no,no,4,yes
2786,UT,59.33,no,no,1,no
2787,DC,69.32,no,yes,3,no
2788,AZ,50.93000000000001,no,yes,1,no
2789,KS,44.88,no,no,0,no
2790,KS,53.71000000000001,no,yes,4,yes
2791,SC,54.08,no,no,1,no
2792,CA,44.07,no,no,0,no
2793,MI,55.02,yes,yes,1,yes
2794,RI,54.0,no,no,0,no
2795,TN,58.949999999999996,no,no,1,no
2796,CT,59.05,no,no,1,no
2797,ME,62.41000000000001,no,yes,1,no
2798,MD,40.12,no,no,1,no
2799,NC,53.67,no,no,2,no
2800,SC,48.519999999999996,no,yes,1,no
2801,CA,71.85000000000001,no,no,0,yes
2802,LA,50.870000000000005,yes,no,1,no
2803,WI,47.68,no,yes,2,no
2804,IL,57.809999999999995,yes,no,4,yes
2805,IN,66.24000000000001,no,yes,2,no
2806,AL,41.87,no,yes,1,no
2807,OK,61.78,no,no,4,no
2808,IA,61.97,no,no,1,no
2809,VT,67.97,yes,no,4,no
2810,NY,50.309999999999995,no,no,2,no
2811,LA,57.66,no,no,2,no
2812,SC,63.16,no,no,2,no
2813,ID,38.3,no,no,1,no
2814,MO,56.17999999999999,no,no,1,no
2815,ME,43.0,no,yes,0,no
2816,MS,56.42999999999999,no,yes,0,no
2817,SD,59.040000000000006,yes,no,1,no
2818,GA,45.89,yes,no,4,yes
2819,VT,49.64,no,no,3,no
2820,MD,85.28,no,no,4,yes
2821,IN,51.54,no,no,5,yes
2822,WV,54.39,no,no,1,no
2823,OH,53.769999999999996,no,no,2,no
2824,OH,50.379999999999995,no,no,1,no
2825,SC,48.98,no,no,2,no
2826,AZ,57.43000000000001,no,yes,2,no
2827,WV,60.94,no,no,3,no
2828,RI,63.93,no,no,2,no
2829,CT,56.18,yes,no,2,no
2830,TN,73.31,no,yes,0,no
2831,MT,63.059999999999995,no,no,0,no
2832,OH,83.78000000000002,no,yes,1,no
2833,NM,57.53,no,no,1,no
2834,SC,53.3,no,no,2,no
2835,IA,60.589999999999996,no,no,1,no
2836,ND,67.14,no,yes,1,no
2837,MO,34.5,no,no,2,no
2838,TX,51.49,no,yes,0,no
2839,TX,42.53,no,no,1,no
2840,ME,62.3,no,no,1,no
2841,MN,64.04,no,no,1,no
2842,KS,47.72,no,yes,1,no
2843,MN,69.11999999999999,no,no,1,no
2844,NC,56.410000000000004,no,yes,4,no
2845,HI,60.809999999999995,no,no,1,no
2846,CO,38.480000000000004,no,no,3,no
2847,TN,46.330000000000005,no,yes,2,no
2848,OH,63.59,no,no,1,no
2849,OR,77.08,no,yes,3,no
2850,NE,59.2,no,yes,0,no
2851,ID,52.58,yes,no,0,no
2852,WY,48.46,yes,yes,1,no
2853,MD,47.43,no,no,3,no
2854,AZ,46.400000000000006,no,no,2,no
2855,IA,47.08,no,no,3,no
2856,KS,62.370000000000005,no,yes,1,no
2857,MS,55.669999999999995,no,no,2,no
2858,CA,46.44,no,no,1,yes
2859,OH,52.19,no,no,0,no
2860,NE,60.15,no,no,1,no
2861,CA,51.28,yes,no,2,yes
2862,OR,80.8,no,no,1,yes
2863,MT,35.32,no,yes,1,no
2864,WI,54.26,no,yes,2,no
2865,SD,81.17,no,no,2,yes
2866,OH,58.72,no,no,0,no
2867,ME,56.14,no,no,3,no
2868,NM,65.47,no,no,1,no
2869,WV,67.19999999999999,no,no,1,no
2870,MN,50.199999999999996,no,no,1,no
2871,MI,72.24,no,no,1,yes
2872,CO,68.48,yes,no,0,no
2873,HI,47.32,no,no,0,no
2874,VT,56.05,no,no,3,no
2875,OR,58.36,no,no,0,no
2876,NM,48.010000000000005,no,no,2,no
2877,SD,62.75,no,no,0,no
2878,UT,65.6,no,no,2,no
